title,creators,year_or_source,source_queries_matched,permalink
Shiny Concurrency: Scaling Single-Threaded and Resource Intensive Applications,"Crossett, Jonathan ; Qi, Jing ; Cowen, William ; Gagne, Elijah ; Darabos, Christian; Brown, Shawn T. ; Oehsen, Barr von ; Adams, Eric ; Siegmann, Eva","Practice and Experience in Advanced Research Computing 2024: Human Powered Computing, 2024, p.1-4",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3626203_3670590_brief
Evaluating Tools for Enhancing Reproducibility in Computational Scientific Experiments,"Costa, Lázaro ; Barbosa, Susana ; Cunha, Jácome","Proceedings of the 2nd ACM Conference on Reproducibility and Replicability, 2024, p.46-51",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3641525_3663623
Commutativity-guaranteed Docker Image Reconstruction towards Effective Layer Sharing,"Li, Sisi ; Zhou, Ao ; Ma, Xiao ; Xu, Mengwei ; Wang, Shangguang; Laforest, Frédérique ; Troncy, Raphaël ; Simperl, Elena ; Agarwal, Deepak ; Gionis, Aristides ; Herman, Ivan ; Médini, Lionel","Proceedings of the ACM Web Conference 2022, 2022, p.3358-3366",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3485447_3512154_brief
SDN-Based Network Slicing Mechanism for a Scalable 4G/5G Core Network: A Kubernetes Approach,"Botez, Robert ; Costa-Requena, Jose ; Ivanciu, Iustin-Alexandru ; Strautiu, Vlad ; Dobrota, Virgil","Sensors (Basel, Switzerland), 2021-05, Vol.21 (11), p.3773",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2539979989
Accelerator integration in a tile-based SoC: lessons learned with a hardware floating point compression engine,"Liu, Xueyang ; Gonzalez-Guerrero, Patricia ; Peng, Ivy ; Minnich, Ronald ; Gokhale, Maya","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.1662-1669",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624245
Middleware Support for Edge Data Analytics over Heterogeneous Scenarios,"Hu, Bo ; Hu, Wenjun","IEEE/ACM Symposium on Edge Computing (Online), 2023, p.171-184",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3583740_3626613_brief
A Process-Aware Decision Support System for Business Processes,"Agarwal, Prerna ; Gao, Buyu ; Huo, Siyu ; Reddy, Prabhat ; Dechu, Sampath ; Obeidi, Yazan ; Muthusamy, Vinod ; Isahagian, Vatche ; Carbajales, Sebastian","Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, 2022, p.2673-2681",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3534678_3539088_brief
Self-clearing Strategy of Container Image in High Performance Job Scheduling,"Li, Kehao ; Gao, Hongbo ; Tang, Bo ; Yang, Ke","Proceedings of the 2023 International Conference on Electronics, Computers and Communication Technology, 2023, p.92-97",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3637494_3637511_brief
Subgroup discovery in structural equation models,"Kiefer, Christoph ; Lemmerich, Florian ; Langenberg, Benedikt ; Mayer, Axel","Psychological methods, 2024-12, Vol.29 (6), p.1025-1045",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2721764431
ILIAD: a suite of automated Snakemake workflows for processing genomic data for downstream applications,"Herrick, Noah ; Walsh, Susan","BMC bioinformatics, 2023-11, Vol.24 (1), p.1-18, Article 424",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_10633908
DevOps and microservices in scientific system development: experience on a multi-year industry research project,"de Bayser, Maximillien ; Segura, Vinícius ; Azevedo, Leonardo G. ; Tizzei, Leonardo P. ; Thiago, Raphael ; Soares, Elton ; Cerqueira, Renato","Proceedings of the 37th ACM/SIGAPP Symposium on Applied Computing, 2022, p.1452-1455",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3477314_3507317
A knowledge graph to interpret clinical proteomics data,"Santos, Alberto ; Colaço, Ana R. ; Nielsen, Annelaura B. ; Niu, Lili ; Strauss, Maximilian ; Geyer, Philipp E. ; Coscia, Fabian ; Albrechtsen, Nicolai J. Wewer ; Mundt, Filip ; Jensen, Lars Juhl ; Mann, Matthias","Nature biotechnology, 2022-05, Vol.40 (5), p.692-702",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2624660044
Singularity: Scientific containers for mobility of compute,"Kurtzer, Gregory M. ; Sochat, Vanessa ; Bauer, Michael W.","PloS one, 2017-05, Vol.12 (5), p.e0177459",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_osti_scitechconnect_1627824
Dynamic adaptive streaming for multi-viewpoint omnidirectional videos,"Corbillon, Xavier ; De Simone, Francesca ; Simon, Gwendal ; Frossard, Pascal","Proceedings of the 9th ACM Multimedia Systems Conference, 2018, p.237-249",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3204949_3204968
Software development environment for collaborative research workflow in robotic system integration,"El Hafi, Lotfi ; Garcia Ricardez, Gustavo Alfonso ; von Drigalski, Felix ; Inoue, Yuki ; Yamamoto, Masaki ; Yamamoto, Takashi","Advanced robotics, 2022-06, Vol.36 (11), p.533-547",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1080_01691864_2022_2068353
Using Microservices and Software Product Line Engineering to Support Reuse of Evolving Multi-tenant SaaS,"Tizzei, Leonardo P. ; Nery, Marcelo ; Segura, Vinícius C. V. B. ; Cerqueira, Renato F. G.; Cohen, Myra ; Acher, Mathieu ; Fuentes, Lidia ; Schall, Daniel ; Bosch, Jan ; Capilla, Rafael ; Bagheri, Ebrahim ; Xiong, Yingfei ; Troya, Javier ; Ruiz-Cortés, Antonio ; Benavides, David","Proceedings of the 21st International Systems and Software Product Line Conference - Volume A, 2017, p.205-214",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3106195_3106224
Experience Migrating a Pipeline for the C-MĀIKI gateway from Tapis v2 to Tapis v3,"Wong, Yick Ching ; Cleveland, Sean B. ; Jacobs, Gwen A.; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP","Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-4",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3535139
Turn the Rudder: A Beacon of Reentrancy Detection for Smart Contracts on Ethereum,"Zheng, Zibin ; Zhang, Neng ; Su, Jianzhong ; Zhong, Zhijie ; Ye, Mingxi ; Chen, Jiachi","Proceedings / International Conference on Software Engineering, 2023, p.295-306",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE48619_2023_00036
Unfair Inequality in Education: A Benchmark for AI-Fairness Research,"Giovanelli, Joseph ; Magnini, Matteo ; Ciatto, Giovanni ; Marrero, Angel S. ; Borghesi, Andrea ; Marrero, Gustavo A. ; Calegari, Roberta","Scientific data, 2026-03, Vol.13 (1), p.572, Article 572",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_419ded6cdfd74e13885b7bc6467693d3
Research and Implementation on Intelligent Terminal Virtualization Technology,"Bai, Huifeng ; Huo, Chao ; Zhang, Ganghong ; He, Jinhong ; Gao, Jian ; Yin, Zhibin","Proceedings of the 4th International Conference on Computer Science and Application Engineering, 2020, p.1-5",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3424978_3425163
Scale-out beam longitudinal dynamics simulations,"Iliakis, Konstantinos ; Timko, Helga ; Xydis, Sotirios ; Soudris, Dimitrios","Proceedings of the 17th ACM International Conference on Computing Frontiers, 2020, p.29-38",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3387902_3392616
Scientific workflow for state sequence analysis: a simple and reproducible tool,"Mrenda, Bakridine Mmadi ; Pellegrin, Liliane ; Marchi, Joffrey ; Chaudet, Hervé ; Texier, Gaëtan","Discover applied sciences, 2026-03, Vol.8 (5), p.552, Article 552",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_b3d44d15c5cb41af9bd6f5bf40376714
Latent Idiom Recognition for a Minimalist Functional Array Language Using Equality Saturation,"Van Der Cruysse, Jonathan ; Dubach, Christophe","Proceedings / International Symposium on Code Generation and Optimization, 2024, p.270-282",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10444879
Virtual reality-empowered deep-learning analysis of brain cells,"Kaltenecker, Doris ; Al-Maskari, Rami ; Negwer, Moritz ; Hoeher, Luciano ; Kofler, Florian ; Zhao, Shan ; Todorov, Mihail ; Rong, Zhouyi ; Paetzold, Johannes Christian ; Wiestler, Benedikt ; Piraud, Marie ; Rueckert, Daniel ; Geppert, Julia ; Morigny, Pauline ; Rohm, Maria ; Menze, Bjoern H. ; Herzig, Stephan ; Berriel Diaz, Mauricio ; Ertürk, Ali","Nature methods, 2024-07, Vol.21 (7), p.1306-1315",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1038_s41592_024_02245_2
COVID-19 CG enables SARS-CoV-2 mutation and lineage tracking by locations and dates of interest,"Chen, Albert Tian ; Altschuler, Kevin ; Zhan, Shing Hei ; Chan, Yujia Alina ; Deverman, Benjamin E","eLife, 2021-02, Vol.10",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_33620031
EnzymeML: seamless data flow and modeling of enzymatic data,"Lauterbach, Simone ; Dienhart, Hannah ; Range, Jan ; Malzacher, Stephan ; Spöring, Jan-Dirk ; Rother, Dörte ; Pinto, Maria Filipa ; Martins, Pedro ; Lagerman, Colton E. ; Bommarius, Andreas S. ; Høst, Amalie Vang ; Woodley, John M. ; Ngubane, Sandile ; Kudanga, Tukayi ; Bergmann, Frank T. ; Rohwer, Johann M. ; Iglezakis, Dorothea ; Weidemann, Andreas ; Wittig, Ulrike ; Kettner, Carsten ; Swainston, Neil ; Schnell, Santiago ; Pleiss, Jürgen","Nature methods, 2023-03, Vol.20 (3), p.400-402",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1038_s41592_022_01763_1
Using the Raspberry Pi and Docker for Replicable Performance Experiments: Experience Paper,"Knoche, Holger ; Eichelberger, Holger","Proceedings of the 2018 ACM/SPEC International Conference on Performance Engineering, 2018, p.305-316",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3184407_3184431
Research on Intelligent Cloud Test Platform,"Zhonghua, Huang ; Yuting, Yang ; Jing, Gao ; Kunlong, Wang","Journal of physics. Conference series, 2021-02, Vol.1756 (1), p.12003",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_iop_journals_10_1088_1742_6596_1756_1_012003
Packaging and containerization of computational methods,"Alser, Mohammed ; Lawlor, Brendan ; Abdill, Richard J. ; Waymost, Sharon ; Ayyala, Ram ; Rajkumar, Neha ; LaPierre, Nathan ; Brito, Jaqueline ; Ribeiro-dos-Santos, André M. ; Almadhoun, Nour ; Sarwal, Varuni ; Firtina, Can ; Osinski, Tomasz ; Eskin, Eleazar ; Hu, Qiyang ; Strong, Derek ; Kim, Byoung-Do (B.D) ; Abedalthagafi, Malak S. ; Mutlu, Onur ; Mangul, Serghei","Nature protocols, 2024-09, Vol.19 (9), p.2529-2539",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3031660314
Managing Privilege and Access on Federated Edge Platforms,"Breen, Joe ; Bryant, Lincoln ; Chen, Jiahui ; Ford, Emerson ; Gardner, Robert W. ; Glupker, Gage ; Griffith, Skyler ; Kulbertis, Ben ; McKee, Shawn ; Pierce, Rose ; Riedel, Benedikt ; Steinman, Mitchell ; Stidd, Jason ; Truong, Luan ; Van, Jeremy ; Vukotic, Ilija ; Weaver, Christopher","Practice and Experience in Advanced Research Computing 2019: Rise of the Machines (learning), 2019, p.1-5",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3332186_3332234
Towards a Secure and Scalable Maritime Monitoring System Using Blockchain and Low-Cost IoT Technology,"Freire, Warlley Paulo ; Melo, Wilson S. ; do Nascimento, Vinicius D. ; Nascimento, Paulo R. M. ; de Sá, Alan Oliveira","Sensors (Basel, Switzerland), 2022-06, Vol.22 (13), p.4895",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2686190109
Molecular insights into the capsular polysaccharide transporter Wza-Wzc complex,"Yuan, Biao ; Sieben, Christian ; Raj, Prateek ; Rietschel, Tina ; Hennell James, Rory ; Gatzemeier, Anja ; Jänsch, Lothar ; Marlovits, Thomas C. ; Heinz, Dirk W.","Nature communications, 2026-02, Vol.17 (1), p.1436-15, Article 1436",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3303807264
Utilising unsupervised machine learning and IoT for cost-effective anomaly detection in multi-layer wire arc additive manufacturing,"Mattera, Giulio ; Yap, Emily W. ; Polden, Joseph ; Brown, Evan ; Nele, Luigi ; Van Duin, Stephen","International journal of advanced manufacturing technology, 2024-11, Vol.135 (5-6), p.2957-2974",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1007_s00170_024_14648_8
sppIDer: A Species Identification Tool to Investigate Hybrid Genomes with High-Throughput Sequencing,"Langdon, Quinn K ; Peris, David ; Kyle, Brian ; Hittinger, Chris Todd","Molecular biology and evolution, 2018-11, Vol.35 (11), p.2835-2849",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3170905400
crocketa: an automated Snakemake framework for integrated single-cell transcriptome and immune-repertoire analysis,"Soria-Alcaide, Gonzalo ; García-Aguilera, Gonzalo ; Portasany-Rodríguez, Marta ; Lalchandani, Jaanam ; González-Murillo, África ; G. Sánchez, Elena ; Saiz-Ladera, Cristina ; Ramírez-Orellana, Manuel ; Garcia-Martinez, Jorge","BMC genomics, 2026-03, Vol.27 (1), p.442, Article 442",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1186_s12864_026_12767_y
"Comprehensive Review of Edge Computing for Power Systems: State of the Art, Architecture, and Applications","Yıldırım, Fatma ; Yalman, Yunus ; Bayındır, Kamil Çağatay ; Terciyanlı, Erman","Applied sciences, 2025-04, Vol.15 (8), p.4592",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_4b1c505ba0b447d7950ee68a11623840
PlatypOUs—A Mobile Robot Platform and Demonstration Tool Supporting STEM Education,"Rácz, Melinda ; Noboa, Erick ; Détár, Borsa ; Nemes, Ádám ; Galambos, Péter ; Szűcs, László ; Márton, Gergely ; Eigner, György ; Haidegger, Tamás","Sensors (Basel, Switzerland), 2022-03, Vol.22 (6), p.2284",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_9f3d19fc5f4348568a9e76c8f9d4b3c1
Spike sorting: new trends and challenges of the era of high-density probes,"Buccino, Alessio P ; Garcia, Samuel ; Yger, Pierre","Progress in biomedical engineering (Bristol), 2022-04, Vol.4 (2), p.22005",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1088_2516_1091_ac6b96
rworkflows: automating reproducible practices for the R community,"Schilder, Brian M. ; Murphy, Alan E. ; Skene, Nathan G.","Nature communications, 2024-01, Vol.15 (1), p.149-10, Article 149",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_38167858
GTEx pro enables accurate multi-tissue gene expression analysis using robust normalization and batch correction,"Jothi, D.","Scientific reports, 2025-09, Vol.15 (1), p.32684-9, Article 32684",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1038_s41598_025_20697_0
Comparative analysis of open-source federated learning frameworks - a literature-based survey and review,"Riedel, Pascal ; Schick, Lukas ; von Schwerin, Reinhold ; Reichert, Manfred ; Schaudt, Daniel ; Hafner, Alexander","International journal of machine learning and cybernetics, 2024-11, Vol.15 (11), p.5257-5278",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3114601269
"Pangea: An MLOps Tool for Automatically Generating Infrastructure and Deploying Analytic Pipelines in Edge, Fog and Cloud Layers","Miñón, Raúl ; Diaz-de-Arcaya, Josu ; Torre-Bastida, Ana I. ; Hartlieb, Philipp","Sensors (Basel, Switzerland), 2022-06, Vol.22 (12), p.4425",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2681037655
Containers for computational reproducibility,"Moreau, David ; Wiebels, Kristina ; Boettiger, Carl","Nature Reviews Methods Primers, 2023-12, Vol.3 (1), p.50, Article 50",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1038_s43586_023_00236_9
Integrate security into CI/CD with the Trivy scanner,"Fukuda, Teppei","InfoWorld.com, 2021-12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2607468488
The essential deployment metamodel: a systematic review of deployment automation technologies,"Wurster, Michael ; Breitenbücher, Uwe ; Falkenthal, Michael ; Krieger, Christoph ; Leymann, Frank ; Saatkamp, Karoline ; Soldani, Jacopo","Software-intensive cyber-physical systems, 2020-08, Vol.35 (1-2), p.63-75",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s00450_019_00412_x
A novel translational bioinformatics framework for facilitating multimodal data analyses in preclinical models of neurological injury,"Gaudio, Hunter A. ; Padmanabhan, Viveknarayanan ; Landis, William P. ; Silva, Luiz E. V. ; Slovis, Julia ; Starr, Jonathan ; Weeks, M. Katie ; Widmann, Nicholas J. ; Forti, Rodrigo M. ; Laurent, Gerard H. ; Ranieri, Nicolina R. ; Mi, Frank ; Degani, Rinat E. ; Hallowell, Thomas ; Delso, Nile ; Calkins, Hannah ; Dobrzynski, Christiana ; Haddad, Sophie ; Kao, Shih-Han ; Hwang, Misun ; Shi, Lingyun ; Baker, Wesley B. ; Tsui, Fuchiang ; Morgan, Ryan W. ; Kilbaugh, Todd J. ; Ko, Tiffany S.","Scientific reports, 2024-12, Vol.14 (1), p.30710-17, Article 30710",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_2b8efcc1789f4512b26fcb0da4594170
Tools and techniques for computational reproducibility,"Piccolo, Stephen R ; Frampton, Michael B","Gigascience, 2016-07, Vol.5 (1), p.30-30, Article 30",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_4940747
"Validating the Smart Grid Architecture Model for Sustainable Energy Community Implementation: Challenges, Solutions, and Lessons Learned","Janev, Valentina ; Berbakov, Lazar ; Tomašević, Nikola ; Sotoca, Jesús Martin-Borja ; Lujan, Sergio","Energies (Basel), 2025-02, Vol.18 (3), p.641",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3165885315
